job_id,company_name,model_response
495,Marcus and Millichap," {
  ""Core Responsibilities"": ""Researching ownership records, prospecting new client relationships, attending networking events, presenting marketing proposals, negotiating agreements, marketing exclusive listings, advising clients."",
  ""Required Skills"": ""Bachelor's or Associate's degree, excellent communication skills, entrepreneurial drive, ability to build relationships, strong computer skills."",
  ""Educational Requirements"": ""Bachelor's or Associate's degree."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Sales experience, leadership experience."",
  ""Compensation and Benefits"": ""Commission-based sales position with significant earning potential.""
}"
496,Keller Williams Realty," {
  ""Core Responsibilities"": ""Selling and listing real estate properties, generating leads, showing homes to prospective buyers, guiding clients through negotiations and paperwork."",
  ""Required Skills"": ""Real estate license, sales and negotiation skills, communication and networking abilities, work independently, motivated and driven."",
  ""Educational Requirements"": ""State accredited real estate license."",
  ""Experience Level"": ""Open to new and experienced agents."",
  ""Preferred Qualifications"": ""Previous real estate experience, established professional network."",
  ""Compensation and Benefits"": ""Commission-based pay with unlimited earning potential, flexible schedule, free training and support.""
}"
497,BH Properties," {
  ""Core Responsibilities"": ""Perform daily duties like showings, open houses, lead follow up, drafting leases, and closing rentals. Act as an intermediary between tenants and landlords."",
  ""Required Skills"": ""Real estate license, communication skills, tech savvy."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""Open to entry-level and experienced agents."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive compensation with bonus incentives. Benefits include flexible scheduling, branding assistance, crm software, and more.""
}"
498,EXIT Realty Top Properties NY," {
  ""Core Responsibilities"": ""Motivate and lead a team of real estate agents, generate leads, market properties, facilitate real estate transactions."",
  ""Required Skills"": ""Real estate license, sales and communication skills, knowledge of local real estate market."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Existing network of real estate agents and clients."",
  ""Compensation and Benefits"": ""Generous commission splits. Residuals for agents brought into the company. Ongoing lead generation provided.""
}"
499,Riseboro Community Partnership," {
  ""Core Responsibilities"": ""Oversee the development and management of the company's real estate portfolio. Advance projects through all stages of development. Manage marketing and lease up of new properties. Oversee asset management of existing properties."", 
  ""Required Skills"": ""5+ years of experience in affordable housing development or related field. Project management skills. Proficient in Excel. Experience with LIHTC, bond financing, and Year 15 transactions."",
  ""Educational Requirements"": ""Bachelor's degree. Master's degree preferred."",
  ""Experience Level"": ""5+ years of experience in affordable housing development or related experience. 3-5 years of supervisory experience."",
  ""Preferred Qualifications"": ""Passionate about affordable housing and sustainable building practices. Ability to understand institutional and structural racism and bias. Commitment to supporting marginalized communities."",
  ""Compensation and Benefits"": ""N/A""
}"
500,Venezia Realty Group LLC," {
  ""Core Responsibilities"": ""N/A"",
  ""Required Skills"": ""N/A"",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
501,Creative Real Estate Pros Rr," {
  ""Core Responsibilities"": ""Daily engagement with customers including heavy use of phones to properly qualify and screen customers based on landlord requirements; selecting listings for customers based on their search criteria and move in date; showing apartments for landlord accounts; providing excellent service keeping renters engaged and happy in their touring experience and rental process; following up with customers that have not yet rented regularly to see if they are still engaged with their rental search; gathering information from tours and submit feedback to improve the process for next time"",
  ""Required Skills"": ""Real estate license; ability to move quickly around the city to meet clients for many tours; car is preferred; must have an android/iOS device; organized and computer savvy able to keep sales data up-to-date"",  
  ""Educational Requirements"": ""2 year college degree preferred but not required"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Hungry, sales-oriented, creative, people-friendly agents who are passionate about real estate or fresh faces willing to learn about real estate; strong time management skills; ability to manage your own schedule"",
  ""Compensation and Benefits"": ""Potential to earn between $1500 to $2500 per week based on performance and season; hands on training department that will get you fully prepared on how to do the job and help you feel confident meeting your first client through weekly training sessions; access to our network of prequalified buyers as well; easy to screen and qualify all buyers and renters as well as closing deals""
}"
502,Highline Residential Technology," {
  ""Core Responsibilities"": ""Listing and selling real estate properties, hosting open houses, coordinating transactions, conducting showings"",
  ""Required Skills"": ""Real estate license, sales skills, outgoing personality, self-motivated, multitasking, follow-up skills, communication skills"",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""Experience in real estate industry"",
  ""Compensation and Benefits"": ""$20,000 per year, flexible schedule, work from home, commission pay""
}"
503,"11 Jo-Ann Stores Support Center, Inc."," {
  ""Core Responsibilities"": ""Serve as a point of contact for outsourcing partners by answering questions and completing escalated tasks. Communicate with internal and external partners to resolve issues. Provide frontline customer service via phone, email, chat, SMS, social media, letters, etc. Meet quality and productivity goals."",
  ""Required Skills"": ""Accountability, customer focus, teamwork, communication skills, conflict resolution, multitasking, basic computer skills."",
  ""Educational Requirements"": ""High school diploma or GED required. Associate's degree preferred."", 
  ""Experience Level"": ""2+ years of customer service experience required. 2+ years of call center experience preferred."",
  ""Preferred Qualifications"": ""Experience with Microsoft applications, ecommerce platforms, SAP, IBM Sterling, Gladly."",
  ""Compensation and Benefits"": ""N/A""
}"
504,PNC Bank," {
  ""Core Responsibilities"": ""Perform specialized customer service activities and initiatives, support complex products/services and sophisticated clients, focus on resolving complex issues across channels, deliver excellent customer service."",
  ""Required Skills"": ""Customer service, problem resolution, decision making, risk management, communication, product/service knowledge."", 
  ""Educational Requirements"": ""Associate's degree or equivalent experience."",
  ""Experience Level"": ""Typically requires 2+ years experience in a similar role."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive salary and benefits including health insurance, retirement plans, paid time off, and wellness programs.""
}"
505,"FASTSIGNS® OF DOWNTOWN CLEVELAND, OH"," {
  ""Core Responsibilities"": ""Sells consultatively and makes recommendations to prospects and clients using various Fastsigns products; follows up on new leads and referrals; prepares estimates and establishes/maintains estimate followup procedures; communicates with customers on order status and changes; executes marketing functions; helps with required paperwork; identifies and resolves customer satisfaction issues; establishes effective team relationships."",
  ""Required Skills"": ""2 years post secondary education; experience in retail or inside sales with excellent customer service; proven record of consistently hitting/exceeding sales targets; experience resolving customer satisfaction issues; experience working under pressure with multiple tasks/projects; proficient computer and internet skills including Microsoft Office Suite; strong verbal and written communication skills; basic math skills; strong organizational and time management skills."",  
  ""Educational Requirements"": ""Minimum of associate's degree required"",
  ""Experience Level"": ""2 years experience in retail or inside sales"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Eligible for medical and dental plan after 90 days; paid long term disability insurance after 90 days; eligible for monthly team bonus after 90 days; paid holidays; 2 week paid vacation after 1 year of service; parking in private lot.""
}"
506,Embrace Pet Insurance," {
  ""Core Responsibilities"": ""Responding to 200+ phone calls per day, answering pet parent emails, assisting other departments, helping pet parents understand coverage and options, reviewing claims, maintaining and adjusting policies, providing memorable customer service."",
  ""Required Skills"": ""Ability to learn and retain large amounts of information, desire to treat each pet parent as a personal responsibility, ability to handle fast pace and organized chaos, authenticity and respect, ability to multitask without distraction."",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive compensation model and benefits including health insurance, dental vision, wellness reimbursement program, 401k with company contribution, and flexible paid time off.""
}"
507,National Asset Recovery Specialists," {
  ""Core Responsibilities"": ""Submit daily reports to clients via email and web portals, handle incoming phone calls, enter data on Excel, scan and file documents, perform basic accounting tasks, handle team time management and reporting tasks"",
  ""Required Skills"": ""High school diploma or equivalent, minimum 1 year customer service and data entry experience, ability to work in a team, excellent data entry and PC skills, ability to type at least 55 wpm, internet and CRM skills, active listening, customer service skills, ability to work in a fast-paced environment under deadlines, organization and filing skills"",
  ""Educational Requirements"": ""High school diploma or equivalent, college degree preferred"", 
  ""Experience Level"": ""Minimum of 1 year of customer service and data entry experience"",
  ""Preferred Qualifications"": ""Experience with office support, clerical, customer service, administrative, receptionist, accounting, payroll, time management, knowledge of recovery database network portal"",
  ""Compensation and Benefits"": ""N/A""
}"
508,Staffing Solutions Enterprises," {
  ""Core Responsibilities"": ""Provide editorial services for the company's internal and external communications. Responsible for a range of duties including editing copywriting, proofread, coordinate printing and production, provide quality control on graphic design, interact with clients and other support functions."",
  ""Required Skills"": ""Proficient with Microsoft Office products including Excel, Outlook, Word, Access and internet. Excellent writing, editing, proofreading and grammar skills. Strong communication and relationship building skills."", 
  ""Educational Requirements"": ""Bachelor's degree"",
  ""Experience Level"": ""2 years technical editing experience w/ knowledge of Chicago Manual of Style"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
509,Angi," {
  ""Core Responsibilities"": ""Lead the design, implementation and operation of a prospect feeder capability for the Angis marketplace businesses including Ads and Leads. Day-to-day tasks include growing the prospect database, enhancing data quality, integrating databases, defining lead management guidelines, overseeing metrics, guiding infrastructure design."",
  ""Required Skills"": ""Experience with prospect development/administration in a sales environment. Proficiency in SQL, database reporting tools, and web scraping software."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Proven success developing and leading high performing teams. Excellent communication, analytical, and problem-solving skills. Ability to analyze, interpret, and organize large amounts of data quickly."",
  ""Compensation and Benefits"": ""Salary commensurate with experience. Eligible for performance bonus and equity package. Full benefits package including medical, dental, vision, vacation, retirement plan with company match.""
}"
510,Resilience," {
  ""Core Responsibilities"": ""Set the strategic goals and supports performance targets of techopts in collaboration with CMO and functionalsite leaders; Orchestrate the sustainable transformation of techopts; Lead the design, orchestration and execution of techopts strategic initiatives; Execute the digital and data transformation of techopts; Identify, evaluate and implement innovation across all industries; Manage the business storyline and cases for strategic investments; Lead techopts level business continuity and risk management processes; Drive global-level operational excellence agenda; Design and manage governance including business process management and key capability programs; Drive and sustain program management office (PMO) capabilities, processes and digital platform; Lead a team of professionals to drive all techopts business processes"",
  ""Required Skills"": ""Strategic thinking and planning, leadership and influence, program and project management, change management, continuous improvement, budget management, risk management"",
  ""Educational Requirements"": ""Higher education preferably PhD and/or MBA in pharmaceutical or business sciences"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Lean and MAIC training and establish record; Master black belt preferred"",
  ""Compensation and Benefits"": ""N/A""
}"
511,RSM US LLP," {
  ""Core Responsibilities"": ""Lead performance improvement initiatives in manufacturing, supply chain, logistics, quality management, business process transformations, mergers and acquisitions. Develop solutions through data analysis, process mapping, and workshops."",
  ""Required Skills"": ""Bachelor's degree. 2+ years of consulting or relevant industry experience. Critical thinking, problem solving, communication, and project management skills. Ability to work independently and on a team."",
  ""Educational Requirements"": ""Bachelor's degree required, MBA preferred"",
  ""Experience Level"": ""2+ years of professional consulting or relevant industry experience"",
  ""Preferred Qualifications"": ""MBA, APICS or project management certifications, Lean Six Sigma training"",
  ""Compensation and Benefits"": ""N/A""
}"
512,Alliance Healthcare Foundation," {
  ""Core Responsibilities"": ""Day-to-day tasks and responsibilities are not specified."",
  ""Required Skills"": ""Commitment to social/racial justice and health equity, based in San Diego, strategic thought partnership abilities, project management skills, independent leadership and operations management, senior-level external relationship building, management/coaching/mentoring experience"",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive salary and benefits. Salary range available upon request.""
}"
513,Circle," {
  ""Core Responsibilities"": ""Define clear hypotheses to identify new opportunities and build business cases. Structure complex and ambiguous strategic problems for product and executive leadership. Quantitative and qualitative market research across key product verticals. Aiding product managers in discovery across new product categories, engaging prospects, and crafting plans for market development. Become an expert in the competitive landscape and market developments. Work cross functionally to drive execution of growth programs and key strategic initiatives."",
  ""Required Skills"": ""2 years of relevant experience in bizops, strategy consulting, or related field. Payments or blockchain experience preferred. Experience in defining problem spaces and aligning groups to drive execution. Highly independent and motivated to get into the weeds. Strategic thought partner who is comfortable driving requirements across a highly diverse set of stakeholders. Passion for building and mastering complex technical concepts. Thrives in unstructured environments and brings order to chaos."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2 years"",
  ""Preferred Qualifications"": ""Payments or blockchain experience"",
  ""Compensation and Benefits"": ""N/A""
}"
514,Qualcomm," {
  ""Core Responsibilities"": ""facilitate conceptualization, development and deployment of strategic business initiatives; oversee daily operations and implementation of BU projects and programs; call out early signs of business results to proactively deploy strategies; manage key data analytics and reviews/suggest improvements to current processes; serve as a trusted advisor handling inquiries and developing action plans"",
  ""Required Skills"": ""7+ years in a business role at a high-tech company including at least 2 years in leadership or senior management roles; Bachelor's degree in engineering, finance, business administration or management; proven experience in managing senior leaders and cross-functional teams; experience with planning, process improvement, leading strategic initiatives, establishing metrics and driving change; excellent communicator in written and verbal form, able to present to executives and customers; experience with getting to win-win outcomes, hands-on negotiation skills; extremely versatile, analytical, dedicated to efficient productivity, able to manage complex business tasks often with competing priorities; ability to build relationships and influence others in a collaborative manner"",
  ""Educational Requirements"": ""Bachelor's degree in engineering, finance, business administration or management"", 
  ""Experience Level"": ""7+ years in a business role at a high-tech company including at least 2 years in leadership or senior management roles"",
  ""Preferred Qualifications"": ""experience in product management, engineering operations or commercial operations & finance; strong fundamental knowledge of QC products, how products are built and sold, strong understanding of product lifecycle management, customer lifecycle management, exposure to product cost, product development operations; exposure to developing partnerships, new ecosystem engagements"",
  ""Compensation and Benefits"": ""N/A""
}"
515,ServiceNow," {
  ""Core Responsibilities"": ""- Lead multiple initiatives and partnerships to build future state org and capabilities\n- Establish and execute operational cadence for org health via processes like strategy, change management, and annual planning \n- Lead annual planning and budget change management \n- Enable executive engagement like business cases and QBRs\n- Partner to establish strategic operations for the experience org\n- Participate in M&A activities \n- Implement and manage change management procedures"",
  ""Required Skills"": ""- Strong leadership and influence\n- Data analytics and problem-solving skills\n- Ability to synthesize information into insights and practical solutions\n- Excellent communication and presentation skills\n- Cross-functional project management \n- Ability to work in fast-paced environments"",  
  ""Educational Requirements"": ""Bachelors or equivalent degree with specialization in engineering, finance, business, mathematics or related field"",
  ""Experience Level"": ""5 years in strategy consulting, tech, private equity, or corporate product strategy"",
  ""Preferred Qualifications"": ""MBA or advanced degree"",
  ""Compensation and Benefits"": ""N/A""
}"
516,Sunrise Systems Inc," {
  ""Core Responsibilities"": ""Day-to-day tasks include managing strategic operations transformation projects, driving business process improvements, and supporting implementations. Main role is to lead strategic initiatives to transform operations and call center environments."",
  ""Required Skills"": ""5+ years experience in consulting/operational excellence, 3+ years business process improvement experience, 2+ years expertise in operations/call center environments, experience with organizational change management, experience with Genesys/Salesforce implementations (desirable)."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""5+ years in consulting or operational excellence roles"",
  ""Preferred Qualifications"": ""Experience successfully managing multiple strategic projects in a fast-paced environment. Embodies lean practices and can adapt to business strategy changes."",
  ""Compensation and Benefits"": ""N/A""
}"
517,Rocket Pharmaceuticals," {
  ""Core Responsibilities"": ""Establish global medical affairs strategy across rocket portfolio; build medical affairs organization; provide leadership for medical affairs team; establish policies and procedures for medical affairs activities; partner with clinical development and commercial teams; establish centers of excellence; partner with commercial for product launches; establish medical education and outreach programs; identify and engage medical/scientific experts; identify lifecycle development strategies for gene therapies; develop publication strategy, CME programs and scientific conferences."",
  ""Required Skills"": ""MD or comparable degree; subspecialty training in hematology, cardiology, immunology or other complex specialty; at least 15 years experience in biotech/pharma with focus on complex specialties and modalities; experience in gene/cell therapies and clinical/academic experience preferred; demonstrated record of medical strategy design and execution; demonstrated record of successful team building and leadership; demonstrated record of partnerships with scientific organizations and medical centers; strong written and oral communication skills; strong interpersonal skills; knowledge of regulatory guidelines and health authority interactions."",
  ""Educational Requirements"": ""MD or comparable degree; subspecialty training in hematology, cardiology, immunology or other complex specialty preferred."",
  ""Experience Level"": ""At least 15 years experience in biotech/pharma with focus on complex specialties and therapeutic modalities."",
  ""Preferred Qualifications"": ""Experience in gene/cell therapies and clinical/academic experience."",
  ""Compensation and Benefits"": ""Competitive compensation package with generous 401k match and stock options; excellent health benefits.""
}"
518,GPAC," {
  ""Core Responsibilities"": ""Visit sites and perform property condition assessments and environmental field assessments phase I and II. Complete PCA and ESA reports including conducting all field work, compiling the data, and preparing the reports."",
  ""Required Skills"": ""PCA / ESA experience (Phase I/II), 2-5 years of relevant experience, excellent report writing skills, ability to travel on short notice to various sites, all relevant and necessary certificates"",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2-5 years of relevant experience"",
  ""Preferred Qualifications"": ""N/A"", 
  ""Compensation and Benefits"": ""Above market pay, stability, nationwide company, HD vehicle, great culture, deep bench of expertise, personal service, advanced technology""
}"
519,Spire Learning," {
  ""Core Responsibilities"": ""Lead the creation and execution of therapeutic area-specific grants and education strategies including identification, cultivation and successful securement of CME/CE grant opportunities; establishment of compliant relationships with potential grant supporters; development of collaborative partnerships that advance the delivery of quality accredited healthcare professional education; alignment of instructional design elements with educational needs; oversight of outcomes reporting for funded projects; collaboration with accreditation bodies to ensure compliance with all ACCME standards; maintenance and expansion of current educational collaborators including but not limited to academic centers, national and regional professional societies, associations, hospitals, quality assurance organizations and medical groups; integration with the operational team to support program success; opportunity for management and development of personnel."",
  ""Required Skills"": ""Ability to strategically think, anticipate and interpret trends and issues in the broader healthcare and pharmaceutical environment and apply them as they relate to Spire's mission; proven record in business development is preferred, particularly a successful background of acquiring, developing and maintaining CME or CE educational grant funding; knowledge and understanding of CME/CE industry and fluency in the ACCME Essentials, Elements, policies and standards, OIG and PhRMA guidelines; strong verbal and written communication skills required; ability to connect, collaborate and innovate with team members at all levels; organizational skills and fast decision-making; comfort following established processes and procedures to ensure consistency and adherence to quality standard; ability to thrive in a fast-paced environment and work towards attainment of key performance metrics."",
  ""Educational Requirements"": ""Bachelor's degree or equivalent experience."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Strong science acumen and existing supporter contacts are a plus; matrix team leadership beneficial."",
  ""Compensation and Benefits"": ""N/A""  
}"
520,Molina Healthcare," {
  ""Core Responsibilities"": ""Oversight and management of the healthcare services clinical operations teams including utilization management, prior authorization, inpatient review and care management/case-health management. Develop and implement processes to manage clinical policies to meet healthcare cost and quality targets."",
  ""Required Skills"": ""Managed care experience with line management responsibility including clinical operations. Experience working within applicable regulations. Operational and process improvement experience. Strong communication, teaming and leadership skills. Experience meeting quality and accreditation standards."",  
  ""Educational Requirements"": ""Master's degree or equivalent combination of education and work experience."",
  ""Experience Level"": ""5+ years managed care experience with line management responsibility including clinical operations."",
  ""Preferred Qualifications"": ""Masters degree in business or healthcare management (MBA, MHA, etc.). Familiarity with the local market. Active RN license. Utilization management or healthcare/management certification."",
  ""Compensation and Benefits"": ""N/A""
}"
521,Pepper Pike Capital Partners LLC," {
  ""Core Responsibilities"": ""Oversee and monitor operational and financial performance of properties, establish and execute operations strategies, build/train/develop property management team, direct oversight of regional managers, ensure properties are well maintained"",
  ""Required Skills"": ""2+ years property management experience, financial analysis/budgeting skills, strong communication and leadership skills, ability to multitask and meet deadlines, knowledge of industry software like Yardi, RentCafe, etc."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
522,Cynet Systems," {
  ""Core Responsibilities"": ""Responsible for research, design and development of computer software systems in conjunction with hardware product development. Participates in all phases of the software development life cycle including requirements analysis, design, implementation, integration, and test of software products."",
  ""Required Skills"": ""Experience with C and/or Ada, real time operating systems, embedded software engineering."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""5+ years of embedded software engineering experience"",
  ""Preferred Qualifications"": ""Embedded background, electronic warfare knowledge, EW background, capable of working on both high and low level software, VxWorks or similar embedded OS experience, UML design experience"",
  ""Compensation and Benefits"": ""N/A""
}"
523,"Technology Consulting, Inc."," {
  ""Core Responsibilities"": ""Responsible for the design and development of software products including requirements analysis, design, implementation, integration and testing. Develops software test procedures, programs and documentation."",
  ""Required Skills"": ""3-5 years of embedded software engineering experience, 3+ years experience with C and/or Ada, 3+ years real time operating systems experience. BS in computer science, electrical engineering or related field. Ability to obtain secret security clearance."", 
  ""Educational Requirements"": ""BS in computer science, electrical engineering or related engineering field."",
  ""Experience Level"": ""3-5 years of embedded software engineering experience"",
  ""Preferred Qualifications"": ""EW background, capable of working on both high and low-level software, VxWorks or similar embedded OS experience, UML design experience"",
  ""Compensation and Benefits"": ""N/A""
}"
524,Talent Search PRO," {
  ""Core Responsibilities"": ""Contribute to requirements analysis design code and unit test integration and test requirements sell off and operations and maintenance of embedded software systems. Ensure that products/projects delivered meet customer requirements and specifications. Drive process improvements to aid in team coordination and maintain delivery schedule. Communicate with leadership on status issues milestones and successes."",
  ""Required Skills"": ""Bachelor's degree in computer science, electrical engineering, or similar field. Prior experience with embedded software engineering with C and real time operating systems."", 
  ""Educational Requirements"": ""Bachelor's degree in computer science, electrical engineering, or similar field."",
  ""Experience Level"": ""3-5 years"",
  ""Preferred Qualifications"": ""Active secret clearance. Electronic warfare background. Capable of working on both high and low level software. VxWorks or similar embedded OS experience. UML design experience."",
  ""Compensation and Benefits"": ""N/A""
}"
525,Forward Air," {
  ""Core Responsibilities"": ""Driving trucks to deliver freight for Forward Air. Responsibilities likely involve safely operating a truck, adhering to driving regulations, completing paperwork and inspections, following delivery schedules, and providing excellent customer service."",
  ""Required Skills"": ""Valid commercial driver's license (CDL), clean driving record, ability to pass DOT inspections and drug screenings, proficiency in operating tractor trailers, strong communication and customer service skills."",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Hazmat endorsement, experience driving for a freight or transportation company."",
  ""Compensation and Benefits"": ""Up to $.52 per mile depending on experience and truck ownership. $5,000 sign-on bonus for solo drivers and $10,000 for team drivers. Referral bonuses up to $1,000 for referring other drivers.""
}"
526,Red Robin," {
  ""Core Responsibilities"": ""Greet guests, seat guests, handle reservations."",
  ""Required Skills"": ""Friendly demeanor, great customer service skills"",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""K retirement plan if qualified, discount on Red Robin food, discounts on various products and services.""
}"
527,SYNERGY HomeCare of Clifton-Secaucus," {
  ""Core Responsibilities"": ""Provide attention to clients' nonmedical needs including companionship and social engagement. Assist client with light housekeeping, meal preparation and medication reminders. Establish communication and a professional relationship with clients, family members and coworkers. Provide reliable care by being punctual and consistently covering shifts."",
  ""Required Skills"": ""Valid driver's license, proof of car insurance/registration and a reliable car if you drive. CPR/First Aid certification. Negative TB test. Ability to pass background check."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive pay with direct deposit, paid orientation and ongoing training, time-and-a-half pay for overtime and holidays, flexible schedules and matching caregivers with nearby clients, employee recognition programs.""
}"
528,ClearanceJobs," {
  ""Core Responsibilities"": ""Responsible for the design and development of software products for a variety software application. Participates in all phases of the software development life cycle including requirements analysis, design, implementation, integration and test of software products. Works closely with cross functional members of the engineering organization to develop and evaluate interfaces between hardware and software and operational performance requirements and design of the overall system."",
  ""Required Skills"": ""2+ years of embedded software engineering experience. 2+ years experience with C and/or Ada. 2+ years real time operating systems experience."",  
  ""Educational Requirements"": ""B.S. in computer science, electrical engineering or related engineering field."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""EW background. Capable of working on both high and low-level software. VxWorks or similar embedded OS experience. UML design experience."",
  ""Compensation and Benefits"": ""N/A""
}"
529,Randstad Technologies," {
  ""Core Responsibilities"": ""responsible for research design and development of computer software systems in conjunction with hardware product development primarily responsible for the design and development of software products for a variety software applications participates in all phases of the software development life cycle including requirements analysis design implementation integration and test of software products"",
  ""Required Skills"": ""cad, jira, ada, c, uml, jenkins, bit bucket"",
  ""Educational Requirements"": ""Bachelors"", 
  ""Experience Level"": ""Minimum 3 years of experience"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
530,Provident Bank," {
  ""Core Responsibilities"": ""Meet customer sales referrals and cross-selling goals. Promotes bank products, refer or resolve customer inquiries. Helps maintain cost efficiency to achieve goals of the branch. Assures quality of customer service and adherence to sales and brand standards. Performs audits. Participates in daily branch opening and closing procedures. Assists with training, assigning and disciplining employees in the branch."",
  ""Required Skills"": ""Good interpersonal, written and verbal communication skills. Solid math and analytical skills. Ability to understand and follow safety and security practices. Proven ability to identify customer needs and translate to sales opportunities. Strong customer service skills. Good organizational and time management skills. Proficiency in Microsoft Office."", 
  ""Educational Requirements"": ""High school diploma or GED"",
  ""Experience Level"": ""2 years retail banking experience"",
  ""Preferred Qualifications"": ""Supervisory experience preferred"",
  ""Compensation and Benefits"": ""N/A""
}"
531,Digital Performance Marketing Group," {
  ""Core Responsibilities"": ""Responsible for research, design and development of computer software systems in conjunction with hardware product development. Primarily responsible for the design and development of software products for a variety of software applications, participates in all phases of the software development life cycle including requirements analysis, design, implementation, integration and test of software products."",
  ""Required Skills"": ""Bachelor's degree in computer science, electrical engineering or related engineering field. 2+ years of embedded software engineering experience. 2+ years experience with C and/or Ada. 2+ years real time operating systems experience."",  
  ""Educational Requirements"": ""Bachelor's degree in computer science, electrical engineering or related engineering field"",
  ""Experience Level"": ""2+ years of embedded software engineering experience"",
  ""Preferred Qualifications"": ""EW background. Capable of working on both high and low level software. VxWorks or similar embedded OS experience. UML design experience."",
  ""Compensation and Benefits"": ""N/A""
}"
532,Build Zoom," {
  ""Core Responsibilities"": ""Design solutions and features, create specs and documentation, analyze data to identify opportunities, measure impact of new features"",
  ""Required Skills"": ""2+ years product management experience, excellent communication skills, user-centered design skills, ability to interpret data and translate insights into action"", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years in a product role"",
  ""Preferred Qualifications"": ""Experience with marketplaces or construction"",
  ""Compensation and Benefits"": ""$120,000 - $150,000 per year salary range""
}"
533, Johnson Creek Development," {
  ""Core Responsibilities"": ""Manage all aspects of commercial construction projects including costs, planning, scheduling, engineering, supervision of personnel, and quality control. Conduct site visits and ensure safety standards are met."",
  ""Required Skills"": ""BS in engineering, construction management or related field. 5+ years experience managing and estimating commercial projects. OSHA certification. Microsoft Office and Adobe proficiency."",  
  ""Educational Requirements"": ""Bachelor's degree required, preferably in engineering, construction management or related field."",
  ""Experience Level"": ""5+ years of experience managing commercial construction projects required."",
  ""Preferred Qualifications"": ""Experience managing union personnel and projects in the Champaign-Urbana area."",
  ""Compensation and Benefits"": ""Negotiable salary. Company vehicle or reimbursement for personal vehicle use. Paid holidays, medical, dental, vision benefits.""
}"
534,DeliverHealth," {
  ""Core Responsibilities"": ""Source candidates using a variety of search methods to build a robust candidate pipeline. Design and manage a positive candidate experience. Screen candidates by reviewing resumes and job applications and performing phone screenings. Partner with hiring managers to understand business objectives and align recruitment efforts to support key competencies and skills needed. Facilitate the interview process with hiring managers. Assist managers in developing compelling offers within our compensation philosophy and position budgets. Facilitate the offer process by extending the offer and negotiating employment terms."",
  ""Required Skills"": ""2+ years of recruiting experience, technical recruiting experience preferred. Experience leveraging the capabilities of applicant tracking systems (ATS), ICIMS is a plus. Ability to source passive candidates in addition to active job seekers. Strong project management skills with ability to manage multiple projects. Excellent communication and interpersonal skills. Strong networking skills both internally and externally including on platforms like LinkedIn."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years of recruiting experience"",
  ""Preferred Qualifications"": ""Technical recruiting experience preferred. Prior experience developing talent acquisition strategies for multiple functions and at all organization levels strongly preferred."",
  ""Compensation and Benefits"": ""N/A""
}"
